0.000000000000000000e+00,4.260417000000000343e+00
1.999999999999918510e-04,4.452084000000000152e+00
3.999999999999975797e-04,4.650000000000000355e+00
5.999999999999894307e-04,4.858334000000000152e+00
7.999999999999951594e-04,5.062500000000000000e+00
1.000000000000000888e-03,4.895832999999999657e+00
1.199999999999992739e-03,4.702084000000000152e+00
1.399999999999998468e-03,4.504166999999999810e+00
1.599999999999997258e-03,4.299999999999999822e+00
1.799999999999996048e-03,4.085416999999999632e+00
1.999999999999994837e-03,3.893749999999999822e+00
2.199999999999993627e-03,3.683333000000000190e+00
2.399999999999992417e-03,3.495833000000000190e+00
2.599999999999998146e-03,3.289582999999999924e+00
2.799999999999996936e-03,3.093750000000000000e+00
2.999999999999995726e-03,2.897917000000000076e+00
3.199999999999994515e-03,2.691666999999999810e+00
3.399999999999993305e-03,2.489583000000000101e+00
3.599999999999999034e-03,2.281250000000000000e+00
3.799999999999997824e-03,2.085417000000000076e+00
3.999999999999996614e-03,1.908333000000000057e+00
4.199999999999995404e-03,1.718750000000000000e+00
4.399999999999994194e-03,1.522917000000000076e+00
4.599999999999992983e-03,1.316667000000000032e+00
4.799999999999998712e-03,1.116667000000000076e+00
4.999999999999997502e-03,9.270834000000000019e-01
5.199999999999996292e-03,7.333334000000000241e-01
5.399999999999995082e-03,5.375001000000000362e-01
5.599999999999993872e-03,3.500000999999999807e-01
5.799999999999992661e-03,1.687500999999999862e-01
5.999999999999998390e-03,3.104166999999999899e-01
6.199999999999997180e-03,5.083334000000000463e-01
6.399999999999995970e-03,6.979166999999999454e-01
6.599999999999994760e-03,8.854166999999999454e-01
6.799999999999993550e-03,1.085417000000000076e+00
6.999999999999992339e-03,1.274999999999999911e+00
7.199999999999998068e-03,1.475000000000000089e+00
7.399999999999996858e-03,1.677083000000000101e+00
7.599999999999995648e-03,1.864583000000000101e+00
7.799999999999994438e-03,2.041666999999999899e+00
7.999999999999993228e-03,2.237499999999999822e+00
8.199999999999998956e-03,2.435417000000000165e+00
8.399999999999997746e-03,2.645833000000000101e+00
8.599999999999996536e-03,2.858333000000000013e+00
8.799999999999995326e-03,3.062500000000000000e+00
8.999999999999994116e-03,3.250000000000000000e+00
9.199999999999992906e-03,3.441666999999999810e+00
9.399999999999998634e-03,3.645833000000000101e+00
9.599999999999997424e-03,3.843750000000000000e+00
9.799999999999996214e-03,4.052082999999999657e+00
9.999999999999995004e-03,4.258333000000000368e+00
1.019999999999999379e-02,4.460416999999999632e+00
1.039999999999999258e-02,4.660416999999999810e+00
1.059999999999999831e-02,4.858334000000000152e+00
1.079999999999999710e-02,5.049999999999999822e+00
1.099999999999999589e-02,4.889584000000000152e+00
1.119999999999999468e-02,4.693749999999999645e+00
1.139999999999999347e-02,4.491666999999999632e+00
1.159999999999999226e-02,4.314582999999999835e+00
1.179999999999999799e-02,4.104167000000000343e+00
1.199999999999999678e-02,3.908332999999999835e+00
1.219999999999999557e-02,3.691666999999999810e+00
1.239999999999999436e-02,3.489583000000000101e+00
1.259999999999999315e-02,3.291666999999999899e+00
1.279999999999999888e-02,3.095832999999999835e+00
1.299999999999999767e-02,2.893749999999999822e+00
1.319999999999999646e-02,2.708333000000000101e+00
1.339999999999999525e-02,2.502082999999999835e+00
1.359999999999999404e-02,2.299999999999999822e+00
1.379999999999999283e-02,2.112499999999999822e+00
1.399999999999999856e-02,1.897917000000000076e+00
1.419999999999999735e-02,1.708333000000000101e+00
1.439999999999999614e-02,1.510416999999999899e+00
1.459999999999999493e-02,1.312500000000000000e+00
1.479999999999999372e-02,1.131250000000000089e+00
1.499999999999999251e-02,9.375000999999999474e-01
1.519999999999999823e-02,7.416667000000000121e-01
1.539999999999999702e-02,5.395834000000000463e-01
1.559999999999999581e-02,3.458334000000000130e-01
1.579999999999999460e-02,1.458334000000000019e-01
1.599999999999999339e-02,3.104166999999999899e-01
1.619999999999999218e-02,5.124999999999999556e-01
1.639999999999999791e-02,6.937501000000000362e-01
1.659999999999999670e-02,8.937500999999999918e-01
1.679999999999999549e-02,1.074999999999999956e+00
1.699999999999999428e-02,1.272917000000000076e+00
1.719999999999999307e-02,1.468750000000000000e+00
1.739999999999999880e-02,1.654166999999999943e+00
1.759999999999999759e-02,1.856249999999999956e+00
1.779999999999999638e-02,2.054167000000000076e+00
1.799999999999999517e-02,2.254166999999999810e+00
1.819999999999999396e-02,2.445832999999999924e+00
1.839999999999999275e-02,2.641666999999999987e+00
1.859999999999999848e-02,2.831249999999999822e+00
1.879999999999999727e-02,3.043750000000000178e+00
1.899999999999999606e-02,3.245833000000000190e+00
1.919999999999999485e-02,3.450000000000000178e+00
1.939999999999999364e-02,3.656250000000000000e+00
1.959999999999999243e-02,3.854166999999999899e+00
1.979999999999999816e-02,4.043750000000000178e+00
1.999999999999999695e-02,4.241666999999999632e+00
2.019999999999999574e-02,4.441666999999999810e+00
2.039999999999999453e-02,4.660416999999999810e+00
2.059999999999999332e-02,4.852083000000000368e+00
2.079999999999999905e-02,5.054166999999999632e+00
2.099999999999999784e-02,4.906250000000000000e+00
2.119999999999999662e-02,4.700000000000000178e+00
2.139999999999999541e-02,4.491666999999999632e+00
2.159999999999999420e-02,4.302082999999999657e+00
2.179999999999999299e-02,4.093750000000000000e+00
2.199999999999999872e-02,3.897917000000000076e+00
2.219999999999999751e-02,3.704166999999999987e+00
2.239999999999999630e-02,3.500000000000000000e+00
2.259999999999999509e-02,3.295833000000000013e+00
2.279999999999999388e-02,3.085417000000000076e+00
2.299999999999999267e-02,2.887500000000000178e+00
2.319999999999999840e-02,2.687500000000000000e+00
2.339999999999999719e-02,2.491667000000000076e+00
2.359999999999999598e-02,2.295833000000000013e+00
2.379999999999999477e-02,2.112499999999999822e+00
2.399999999999999356e-02,1.916666999999999899e+00
2.419999999999999235e-02,1.708333000000000101e+00
2.439999999999999808e-02,1.504167000000000032e+00
2.459999999999999687e-02,1.314583000000000057e+00
2.479999999999999566e-02,1.102082999999999924e+00
2.499999999999999445e-02,9.291667000000000121e-01
2.519999999999999324e-02,7.208333999999999575e-01
2.539999999999999897e-02,5.291666999999999899e-01
2.559999999999999776e-02,3.458334000000000130e-01
2.579999999999999655e-02,1.479167000000000121e-01
2.599999999999999534e-02,3.208333999999999908e-01
2.619999999999999413e-02,5.041666999999999677e-01
2.639999999999999292e-02,6.937501000000000362e-01
2.659999999999999865e-02,8.770833999999999575e-01
2.679999999999999744e-02,1.070832999999999924e+00
2.699999999999999623e-02,1.260416999999999899e+00
2.719999999999999502e-02,1.464582999999999968e+00
2.739999999999999380e-02,1.662500000000000089e+00
2.759999999999999259e-02,1.856249999999999956e+00
2.779999999999999832e-02,2.049999999999999822e+00
2.799999999999999711e-02,2.235416999999999987e+00
2.819999999999999590e-02,2.437500000000000000e+00
2.839999999999999469e-02,2.637500000000000178e+00
2.859999999999999348e-02,2.837499999999999911e+00
2.879999999999999227e-02,3.049999999999999822e+00
2.899999999999999800e-02,3.256250000000000089e+00
2.919999999999999679e-02,3.443750000000000089e+00
2.939999999999999558e-02,3.649999999999999911e+00
2.959999999999999437e-02,3.847916999999999810e+00
2.979999999999999316e-02,4.043750000000000178e+00
2.999999999999999889e-02,4.235416999999999987e+00
3.019999999999999768e-02,4.450000000000000178e+00
3.039999999999999647e-02,4.656250000000000000e+00
3.059999999999999526e-02,4.849999999999999645e+00
3.079999999999999405e-02,5.060417000000000165e+00
3.099999999999999284e-02,4.883333000000000368e+00
3.119999999999999857e-02,4.681250000000000355e+00
3.139999999999999736e-02,4.477083000000000368e+00
3.159999999999999615e-02,4.283332999999999835e+00
3.179999999999999494e-02,4.091667000000000165e+00
3.199999999999999373e-02,3.908332999999999835e+00
3.219999999999999252e-02,3.704166999999999987e+00
3.239999999999999825e-02,3.493749999999999911e+00
3.259999999999999704e-02,3.281250000000000000e+00
3.279999999999999583e-02,3.079166999999999987e+00
3.299999999999999462e-02,2.893749999999999822e+00
3.319999999999999341e-02,2.691666999999999810e+00
3.339999999999999913e-02,2.491667000000000076e+00
3.359999999999999098e-02,2.308333000000000190e+00
3.379999999999999671e-02,2.102082999999999924e+00
3.399999999999999550e-02,1.885416999999999899e+00
3.419999999999999429e-02,1.697916999999999899e+00
3.440000000000000002e-02,1.508332999999999924e+00
3.459999999999999187e-02,1.322916999999999899e+00
3.479999999999999760e-02,1.129167000000000032e+00
3.499999999999999639e-02,9.375000999999999474e-01
3.519999999999999518e-02,7.437500000000000222e-01
3.539999999999999397e-02,5.395834000000000463e-01
3.559999999999999276e-02,3.458334000000000130e-01
3.579999999999999849e-02,1.416667000000000065e-01
3.599999999999999728e-02,3.083333999999999797e-01
3.619999999999999607e-02,5.020833999999999575e-01
3.639999999999999486e-02,7.062500999999999918e-01
3.659999999999999365e-02,8.916667000000000343e-01
3.679999999999999938e-02,1.087499999999999911e+00
3.699999999999999123e-02,1.270833000000000101e+00
3.719999999999999696e-02,1.449999999999999956e+00
3.739999999999999575e-02,1.654166999999999943e+00
3.759999999999999454e-02,1.850000000000000089e+00
3.780000000000000027e-02,2.049999999999999822e+00
3.799999999999999212e-02,2.245833000000000190e+00
3.819999999999999785e-02,2.441666999999999810e+00
3.839999999999999664e-02,2.639583000000000013e+00
3.859999999999999543e-02,2.835417000000000076e+00
3.879999999999999422e-02,3.035416999999999810e+00
3.899999999999999301e-02,3.237499999999999822e+00
3.919999999999999873e-02,3.454166999999999987e+00
3.939999999999999059e-02,3.647917000000000076e+00
3.959999999999999631e-02,3.845832999999999835e+00
3.979999999999999510e-02,4.041667000000000343e+00
3.999999999999999389e-02,4.239582999999999657e+00
4.019999999999999962e-02,4.441666999999999810e+00
4.039999999999999147e-02,4.652083000000000190e+00
4.059999999999999720e-02,4.862499999999999822e+00
4.079999999999999599e-02,5.060417000000000165e+00
4.099999999999999478e-02,4.897916999999999632e+00
4.120000000000000051e-02,4.695833000000000368e+00
4.139999999999999236e-02,4.464583000000000190e+00
4.159999999999999809e-02,4.285416999999999810e+00
4.179999999999999688e-02,4.085416999999999632e+00
4.199999999999999567e-02,3.883332999999999924e+00
4.219999999999999446e-02,3.683333000000000190e+00
4.239999999999999325e-02,3.493749999999999911e+00
4.259999999999999898e-02,3.295833000000000013e+00
